"id";"code";"d1";"d2";"d3";"d4";"d5";"d6";"d7";"d8"
1;"长和";"18020.0000";"35100.0000";"15919.0000";"118570.0000";"33008.0000";"14921.0000";"101858.0000";"53869.0000"
2;"中电控股";"7436.0000";"14249.0000";"5909.0000";"15656.0000";"12711.0000";"6125.0000";"5723.0000";"11221.0000"
3;"香港中华煤气";"4789.4000";"4472.0000";"7340.7000";"8225.3000";"4330.7000";"7302.0000";"7109.2000";"4197.1000"
4;"九龙仓集团";"2860.0000";"21876.0000";"8441.0000";"21440.0000";"6725.0000";"35930.0000";"16024.0000";"6958.0000"
5;"汇丰控股";"7748.0000";"10798.0000";"7510.0000";"2479.0000";"6912.0000";"13522.0000";"9618.0000";"13688.0000"
6;"电能实业";"4120.0000";"8319.0000";"3476.0000";"4024.0000";"6417.0000";"7732.0000";"3237.0000";"61005.0000"
7;"香港金融集团";"3271.6300";"109.1700";"11.6640";"-4.6210";"-36.4800";"-15.5930";"18.0120";"-37.7560"
8;"电讯盈科";"185.0000";"1154.0000";"2246.0000";"2051.0000";"868.0000";"2295.0000";"1070.0000";"3310.0000"
9;"九号运通";"-63.5450";"-220.8160";"-395.4230";"-328.7140";"-27.1220";"-643.5380";"-30.1550";"-178.0320"
10;"恒隆集团";"3037.0000";"5314.0000";"2396.0000";"3713.0000";"1790.0000";"3211.0000";"1779.0000";"6825.0000"
11;"恒生银行";"12647.0000";"20018.0000";"9838.0000";"16212.0000";"27494.0000";"8005.0000";"20048.0000";"15131.0000"
12;"恒基地产";"15030.0000";"13073.0000";"21916.0000";"30433.0000";"8611.0000";"21326.0000";"16752.0000";"9846.0000"
13;"希慎兴业";"3013.0000";"3636.0000";"746.0000";"1218.0000";"899.0000";"2903.0000";"2289.0000";"4902.0000"
14;"盈信控股";"408.9300";"57.7400";"49.5350";"772.4830";"141.5430";"348.1020";"134.5000";"47.3470"
15;"新鸿基地产";"49951.0000";"33031.0000";"41782.0000";"20659.0000";"32666.0000";"14724.0000";"31082.0000";"15696.0000"
16;"新世界发展";"23338.1000";"11269.9000";"7675.7000";"4335.7000";"8666.3000";"3300.0000";"19112.0000";"5854.6000"
17;"东方报业集团";"158.1340";"67.9230";"163.8890";"51.1120";"-5.7790";"54.6120";"51.0520";"36.2730"
18;"太古A";"13501.0000";"26070.0000";"9644.0000";"5061.0000";"12138.0000";"13429.0000";"7977.0000";"11069.0000"
19;"会德丰";"8604.0000";"20570.0000";"6243.0000";"16294.0000";"5662.0000";"14232.0000";"8006.0000";"22009.0000"
20;"大中华地产控股";"7.0650";"-32.9930";"-74.8740";"-3.4920";"-7.8340";"-7.2410";"-8.4740";"-35.1940"
21;"茂盛控股";"-0.1070";"-0.6520";"-0.5160";"9.5200";"35.7590";"33.8690";"36.0470";"25.1790"
22;"东亚银行";"3992.0000";"6220.0000";"3723.0000";"9347.0000";"2095.0000";"5522.0000";"6661.0000";"3354.0000"
23;"宝威控股";"42.7920";"124.0850";"-207.8960";"-7.7150";"-3.8830";"-123.4530";"-43.6580";"-279.1280"
24;"其士国际";"540.2630";"907.9290";"601.5480";"190.7290";"315.0560";"204.9640";"1537.1620";"263.1160"
25;"中华汽车";"942.4590";"359.5530";"627.8520";"307.2720";"349.3830";"110.6240";"465.0940";"100.0620"
26;"银河娱乐";"7206.3690";"4630.7060";"10504.3610";"6283.3970";"2558.0800";"4161.0500";"2030.3790";"10339.8100"
27;"天安";"836.9290";"2054.1420";"1671.0860";"5712.9540";"2600.0200";"513.1500";"209.9750";"337.5640"
28;"达力集团";"126.1250";"78.8760";"115.5910";"58.0030";"95.0850";"52.7200";"101.5860";"55.4340"
29;"万隆控股集团";"-1.4657";"-4.5787";"5.4309";"-33.5376";"-197.8822";"-19.4689";"-82.2917";"-20.4004"
30;"航天控股";"164.2290";"201.3230";"486.1830";"619.9890";"984.6960";"796.1080";"409.7930";"415.6920"
31;"港通控股";"-127.9770";"1180.0480";"557.5350";"410.4260";"123.1330";"619.8080";"315.2420";"472.2140"
32;"亚投金融集团";"-85.1730";"-53.9070";"-141.2740";"-113.3550";"-64.1820";"-46.1630";"-32.2290";"-75.1310"
33;"九龙建业";"1059.4620";"1635.0260";"408.7300";"946.7370";"290.9790";"1202.0400";"476.0460";"1040.7170"
34;"远东发展";"1566.7220";"1032.7950";"1117.6880";"681.4270";"734.4270";"263.2420";"956.5390";"400.5920"
35;"远东控股国际";"-32.4320";"69.4500";"-121.3930";"-59.4730";"-53.8870";"69.1000";"25.8460";"53.2630"
36;"远东酒店实业";"7.4359";"8.2613";"-4.7752";"-0.9729";"-10.5498";"-9.8358";"-68.0171";"-0.1569"
37;"第一拖拉机股份";"32.2656";"-144.9799";"64.0379";"47.9512";"223.3697";"56.5142";"73.4062";"251.8258"
38;"中国北大荒";"9.0400";"115.0240";"0.8060";"19.4120";"7.2170";"13.3690";"117.8100";"42.0020"
39;"金山工业";"20.1080";"20.3550";"13.2780";"13.1360";"18.7050";"46.3780";"51.5170";"45.2250"
40;"鹰君";"3487.7900";"8817.8520";"3685.7320";"2769.7920";"1492.0120";"3312.3350";"1465.9080";"2115.1010"
41;"东北电气";"3.8806";"-4.6490";"-99.4938";"-397.0576";"-27.8807";"-19.9298";"-13.1600";"-15.5638"
42;"卜蜂国际";"107.4330";"-2.5070";"41.8670";"39.2270";"-13.0020";"13.9570";"267.5750";"260.2780"
43;"香港飞机工程";"469.0000";"-541.0000";"348.0000";"975.0000";"1111.0000";"464.0000";"254.0000";"573.0000"
44;"大酒店";"644.0000";"1155.0000";"519.0000";"198.0000";"675.0000";"1000.0000";"477.0000";"1146.0000"
45;"科联系统";"30.1900";"54.3290";"22.8090";"50.3440";"22.6270";"44.1030";"23.2670";"48.7910"
46;"合兴集团";"75.8230";"167.3520";"86.2910";"124.6150";"39.6250";"65.7880";"25.7150";"35.3650"
47;"中国汽车内饰";"-29.8810";"-236.8200";"-231.6150";"-133.5800";"-78.5140";"131.9770";"454.2850";"25.8800"
48;"香港小轮(集团)";"272.8980";"152.0110";"346.2920";"123.6950";"192.9150";"236.6780";"179.5350";"1031.4110"
49;"海港企业";"358.0000";"1320.0000";"556.0000";"692.0000";"426.0000";"1231.0000";"596.0000";"1082.0000"
50;"大快活集团";"216.0770";"117.0880";"205.2810";"103.8310";"200.7780";"101.9530";"143.9670";"75.3090"
51;"国浩集团";"4898.8590";"473.1730";"3052.1870";"784.6390";"397.9670";"326.2990";"596.5900";"208.9190"
52;"合和实业";"8969.4760";"1961.2730";"2110.2970";"860.8320";"2762.1450";"1558.7370";"2834.7350";"859.5010"
53;"中星集团控股";"-22.8350";"48.1456";"4.0110";"-67.2613";"74.2057";"39.5930";"-32.7110";"-78.6375"
54;"联合地产";"1885.2000";"3991.1000";"2359.6000";"4352.9000";"4122.5000";"752.6000";"2556.8000";"2023.8000"
55;"震雄集团";"101.8770";"65.9620";"51.4850";"21.3050";"-173.0870";"-59.4480";"20.3560";"20.1530"
56;"新威国际";"-4.7120";"-8.8070";"-7.7840";"-183.0490";"390.5540";"-54.1670";"-394.4050";"397.7210"
57;"天誉置业";"424.3650";"550.4600";"400.3570";"92.9180";"96.8400";"-211.7690";"-70.3400";"-141.2520"
58;"香港食品投资";"66.6200";"-10.3980";"85.8050";"-0.3210";"-15.5490";"-0.5840";"21.5690";"16.7510"
59;"绿领控股";"102.2020";"107.6050";"94.1080";"-116.6840";"-245.2530";"-2373.2810";"-1515.8210";"-452.5080"
60;"载通";"308.1000";"378.2000";"830.8730";"1294.8340";"388.4000";"628.7110";"330.1000";"415.0720"
61;"中国烯谷集团";"-24.6600";"51.8980";"-43.9470";"-27.9950";"-20.5040";"-26.4690";"-11.1700";"-24.0430"
62;"结好控股";"297.1430";"138.0030";"341.9450";"70.3520";"463.7140";"265.0400";"260.5830";"128.2640"
63;"弘海高新资源";"-12.9750";"-22.0190";"-143.2400";"-118.8230";"-120.2780";"-170.8490";"-28.5040";"-113.1090"
64;"港铁公司";"7083.0000";"16829.0000";"7480.0000";"10254.0000";"5121.0000";"12994.0000";"8189.0000";"15606.0000"
65;"旭光高新材料";"-92.9580";"-184.0010";"-96.4950";"-21656.6600";"-195.7560";"837.6570";"-160.4710";"-21563.0760"
66;"利兴发展";"-429.5680";"-36.7650";"-19.2420";"-515.8960";"-5.5090";"-214.8250";"-10.8490";"62.9630"
67;"香格里拉";"152.8580";"157.9970";"-3.7430";"61.7000";"106.0540";"140.1310";"98.3810";"180.8890"
68;"金粤控股";"39.0090";"-10.1530";"7.2560";"25.9380";"-257.0160";"-828.0120";"-202.1080";"130.9300"
69;"美丽华酒店";"855.9180";"1519.2450";"780.4450";"1276.7190";"622.9950";"1355.3850";"874.1890";"1300.7750"
70;"现代传播";"-31.4050";"-49.8400";"-38.2640";"3.0850";"-68.8660";"20.9230";"5.7800";"37.7930"
71;"亚洲果业";"-195.2810";"-16.6580";"-28.4660";"-5216.6290";"-1616.3000";"-1222.3710";"-236.4130";"-1839.1790"
72;"渝太地产";"33.8190";"54.7640";"31.5840";"356.1120";"168.6210";"534.3520";"314.2560";"482.2530"
73;"南海石油";"15.5710";"-0.5510";"-9.5770";"-31.5310";"-6.4200";"-7.6700";"-7.1000";"-23.0210"
74;"进智公共交通";"-29.3030";"-22.8900";"15.5300";"30.4160";"29.4260";"10.6410";"-22.9020";"-6.5410"
75;"富豪酒店";"294.0000";"982.1000";"270.3000";"119.9000";"213.7000";"119.0000";"123.8000";"410.3000"
76;"世纪建业";"2.7580";"10.7930";"6.8680";"-3.4760";"-19.6170";"-19.1320";"3.5820";"14.4890"
77;"中国新经济投资 ";"-28.4569";"-275.0949";"-510.7377";"47.8736";"55.3883";"-169.5361";"62.3458";"136.3378"
78;"中国海外宏洋集团";"1014.2120";"712.0760";"1271.3980";"630.0030";"900.2430";"851.1960";"595.0380";"1267.4020"
79;"第一视频";"-130.0830";"-366.3040";"-120.7490";"142.6660";"-980.0710";"-129.5040";"-93.0980";"-131.5900"
80;"信和置业";"13995.9492";"10366.6031";"7414.6723";"3884.2494";"3440.1758";"7090.4370";"9371.9851";"3733.3678"
81;"宝光实业";"-150.5770";"-177.9210";"-47.6660";"-62.0050";"-33.0790";"-190.0090";"91.7560";"105.1960"
82;"中电华大科技";"78.0800";"142.9570";"220.0970";"1031.5470";"177.3530";"1061.1660";"149.0920";"170.1080"
83;"新鸿基公司";"1058.0000";"1824.3000";"780.1000";"3896.5000";"1109.6000";"276.2000";"3630.6000";"1328.4000"
84;"太古B";"13501.0000";"9644.0000";"26070.0000";"12138.0000";"5061.0000";"13429.0000";"7977.0000";"11069.0000"
85;"大昌集团";"354.7000";"102.9000";"196.2000";"53.2000";"226.3000";"150.6000";"553.9000";"350.9000"
86;"大生地产";"442.4500";"502.0551";"108.1420";"373.6069";"199.5870";"263.2684";"316.4310";"620.2504"
87;"琥珀能源";"24.0790";"34.2220";"23.0560";"41.7030";"30.6290";"43.6910";"25.8220";"-148.8970"
88;"标准资源控股";"-71.4190";"6.3910";"-303.9130";"-34.6830";"-423.7440";"-384.4480";"-21.0150";"-196.4280"
89;"冠军科技";"-3811.9050";"-4188.1390";"-76.9300";"-3654.9740";"36.8790";"-28.5900";"7.3820";"80.9240"
90;"添利工业";"83.1930";"-13.2530";"66.7400";"-132.3870";"-396.0810";"-149.5480";"-10.3070";"1.1410"
91;"绿心集团";"-1.2330";"10.4300";"86.4510";"8.7350";"7.4070";"-436.9330";"-133.3030";"-107.5830"
92;"绿景中国地产";"191.9300";"1035.3920";"43.1720";"802.2970";"417.7800";"564.1670";"1746.6060";"-9.9410"
93;"友成控股";"39.5990";"83.4950";"38.2520";"29.2160";"64.2720";"61.7930";"30.4660";"50.3390"
94;"恒基发展";"48.0000";"111.0000";"36.0000";"100.0000";"449.0000";"58.0000";"410.0000";"-7.0000"
95;"兴发铝业";"178.1120";"382.6300";"142.4170";"135.3950";"298.4760";"265.7670";"114.2570";"224.6060"
96;"王氏国际";"706.3120";"479.9070";"129.2500";"468.2250";"202.9650";"598.2330";"468.3410";"616.5950"
97;"白马户外媒体";"76.1950";"75.0150";"243.3140";"240.7270";"90.9480";"228.2020";"100.9290";"240.2140"
98;"恒隆地产";"4689.0000";"8124.0000";"3830.0000";"6195.0000";"2935.0000";"5092.0000";"2841.0000";"11704.0000"
99;"凯升控股";"2.5540";"-5.4340";"13.7780";"0.5590";"5.4930";"-85.3650";"-43.7630";"-79.5400"
100;"首长宝佳";"-22.5430";"24.3720";"-68.5180";"10.1030";"-46.6820";"-376.9850";"-194.5620";"-275.7740"
101;"冠亚商业";"62.9380";"3.6890";"31.1040";"2.4360";"-35.6780";"-15.0030";"-30.9360";"-39.3800"
102;"凯联国际酒店";"159.3180";"-169.0260";"-159.1150";"87.5950";"871.3690";"224.6470";"1290.3790";"413.7370"
103;"朗诗绿色集团";"281.7840";"69.6750";"580.5230";"125.6790";"485.0790";"595.4390";"301.5900";"180.5430"
104;"四川成渝高速公路";"654.8180";"397.1932";"894.3760";"914.7554";"1028.0742";"585.4750";"278.4162";"340.8470"
105;"国锐地产";"-19.9710";"-11.4940";"-62.7980";"-65.0140";"-13.3430";"-18.1524";"-13.4521";"-8.3477"
106;"天成国际";"74.3650";"75.1780";"38.1560";"82.5940";"-16.1610";"8.9420";"13.1670";"6.0020"
107;"中国长远";"-17.5840";"-111.7140";"-5.3610";"-49.8070";"-6.6700";"-23.1180";"-8.6650";"-24.4820"
108;"信达国际控股";"22.4940";"66.3610";"25.7550";"40.5860";"41.0800";"12.8060";"57.0940";"28.2300"
109;"勒泰商业地产";"577.7270";"189.4870";"166.1690";"-240.2460";"-38.5130";"-107.3430";"-64.2130";"-40.8400"
110;"迪生创建";"151.8090";"8.0500";"80.1610";"1.7320";"-288.1520";"-76.2250";"-110.2600";"-133.3780"
111;"兴利集团";"-26.7540";"16.8300";"50.1150";"106.9090";"39.0240";"17.9580";"16.2220";"18.8770"
112;"钧濠集团";"-12.4780";"127.9790";"-5.2760";"-18.3670";"19.1660";"-65.8550";"457.9200";"-15.6060"
113;"周生生";"605.5080";"876.4180";"392.0740";"742.1760";"363.8720";"1130.3200";"728.9950";"1082.3240"
114;"天利控股集团";"189.8330";"134.0320";"23.4880";"-32.9760";"-68.8740";"-20.4080";"-10.7010";"-46.8890"
115;"大同机械";"61.6820";"27.2840";"1.1350";"-303.1600";"-49.6010";"-45.3760";"-8.9770";"-33.3010"
116;"保利置业集团";"620.8040";"2462.0610";"628.8450";"-2817.1490";"80.7450";"58.6020";"5.3940";"20.6680"
117;"四海国际";"238.7160";"13.7090";"-115.2530";"35.1750";"13.1070";"-344.9380";"-164.0430";"-127.3610"
118;"卜蜂莲花";"137.6900";"179.0400";"104.8900";"-537.5870";"-63.8690";"-17.9580";"32.8950";"-58.4280"
119;"鳄鱼恤";"66.2660";"-3.2150";"0.4550";"88.1180";"15.5390";"51.1450";"50.2260";"106.0320"
120;"越秀地产";"1313.7380";"1540.1540";"2260.2420";"1102.3190";"974.0880";"1012.8890";"1197.6230";"2471.2550"
121;"粤海置地";"62.4040";"-0.2490";"49.2870";"-9.5650";"174.7730";"17.7340";"335.2540";"81.7730"
122;"新兴光学";"64.0550";"70.9030";"36.6640";"29.5890";"31.8600";"55.4400";"66.6010";"33.0210"
123;"佳宁娜";"317.0170";"76.3850";"127.4460";"74.3540";"121.0300";"76.2690";"120.7440";"57.8020"
124;"华人置业";"-363.5340";"3708.8860";"2562.7060";"6360.3120";"2931.0160";"7727.2080";"-115.3840";"8744.9270"
125;"安宁控股";"-18.1530";"-6.5050";"-0.7500";"-3.9350";"-26.2020";"-106.8960";"-30.6860";"29.0010"
126;"泛海集团";"1463.0610";"1136.9710";"1451.4680";"721.3330";"1144.6080";"391.8270";"967.0160";"709.1360"
127;"慕诗国际";"2.0070";"-15.0660";"-52.0000";"-35.2700";"-56.5150";"-31.9010";"11.3310";"8.7060"
128;"卓能(集团)";"606.6190";"524.3830";"440.6600";"405.5070";"315.3480";"-18.4670";"241.0280";"188.2630"
129;"中国兴业控股";"-7.4690";"31.2660";"12.2720";"0.8430";"5.7730";"-4.3310";"22.9240";"81.0380"
130;"招商局中国基金";"-47.5150";"117.9028";"-15.5977";"60.2482";"-38.9332";"46.2386";"66.4504";"148.6284"
131;"昆仑能源";"3092.0000";"2548.0000";"4760.0000";"666.0000";"2409.0000";"1491.0000";"1921.0000";"5610.0000"
132;"恒腾网络";"101.0010";"21.6060";"4.3070";"96.2160";"-0.6860";"-227.8170";"-217.5780";"-128.4310"
133;"金辉集团";"18.9070";"-13.6310";"-35.9830";"-805.3940";"-1683.1830";"-175.0260";"-46.4200";"-379.9230"
134;"中建富通";"41.0000";"181.0000";"103.0000";"303.0000";"137.0000";"369.0000";"-18.0000";"358.0000"
135;"中国软实力";"18.0930";"409.6250";"368.8550";"-156.3970";"-61.9340";"-1252.6370";"-890.5470";"5.4040"
136;"大中华集团";"1.5230";"46.5860";"4.7290";"59.6900";"1.6540";"51.0920";"27.1290";"55.7010"
137;"第一太平";"133.8000";"120.9000";"133.1000";"127.6000";"80.6000";"103.2000";"159.6000";"81.0000"
138;"国安国际";"-18.6840";"-25.3200";"-45.8920";"-25.2990";"-25.3200";"-15.6050";"-11.0480";"-15.9300"
139;"招商局港口";"5448.0000";"6028.0000";"1690.0000";"3148.0000";"5494.0000";"4808.0000";"2781.0000";"4526.0000"
140;"香港建屋贷款";"-84.0310";"-193.2330";"-21.6590";"-68.9540";"-201.9280";"-815.4280";"-162.4880";"-243.3710"
141;"太平地毡";"-22.3660";"-120.4190";"194.2510";"-33.3720";"-93.6160";"18.9580";"-67.0860";"23.8320"
142;"国际商业结算";"-67.6400";"-78.4670";"-27.2630";"-29.8770";"-161.1590";"-68.0070";"-223.7940";"-30.7670"
143;"建滔集团";"4169.0070";"5593.4340";"2180.2020";"5026.8310";"1650.3230";"1505.9740";"882.8700";"2536.8000"
144;"中国农产品交易";"-87.2340";"-95.8050";"-740.9970";"-340.9700";"-137.5380";"-340.4200";"-489.1170";"-199.0620"
145;"中国旺旺";"3862.6030";"1414.4010";"1274.1000";"1500.9520";"3519.1680";"3382.5260";"1756.4420";"285.5270"
146;"深圳国际";"890.7570";"1082.8520";"3841.7760";"2115.6950";"946.7553";"852.9228";"632.2230";"2198.3850"
147;"中国赛特";"102.5510";"227.2000";"288.2690";"91.7500";"106.4900";"325.9030";"122.5200";"309.6980"
148;"北京控股环境集团";"115.0020";"190.3080";"70.6800";"91.7960";"83.2830";"130.1010";"8.1250";"-9.8260"
149;"中国源畅";"4.9170";"10.9040";"-64.3440";"-24.9900";"-9.6800";"-136.8580";"-50.0530";"-247.4430"
150;"力宝华润";"-117.3640";"124.3480";"387.7850";"-309.1720";"285.5210";"-313.6680";"399.1760";"-95.0900"
151;"自然美";"29.0000";"105.3880";"38.3640";"148.4030";"82.9430";"136.8300";"78.3990";"71.4800"
152;"万邦投资";"988.7540";"1515.4270";"515.8190";"281.4850";"-3.7980";"560.6440";"360.3850";"11.7240"
153;"布莱克万矿业";"108.0860";"-38.3080";"-16.9530";"-383.4980";"-26.1690";"-627.1580";"-1236.5480";"-235.7600"
154;"汉国置业";"2979.8930";"2500.4890";"584.8790";"213.2320";"460.1000";"375.0340";"1898.1840";"436.7820"
155;"中航国际控股";"146.1350";"137.7780";"66.8711";"105.0338";"408.1070";"1212.3080";"806.0660";"218.8374"
156;"世纪金花";"27.2340";"-222.0910";"-21.8520";"-352.3370";"22.1810";"-1.2660";"42.0230";"120.1490"
157;"英皇国际";"3371.5170";"3483.1500";"1596.7320";"-591.7010";"-392.8860";"-2391.1880";"898.1290";"775.4810"
158;"中国宝力科技";"-294.5090";"-378.7280";"-244.4550";"-92.9340";"-77.0970";"-13.8580";"-67.8990";"-37.8050"
159;"中国光大控股";"1939.5000";"4148.3420";"1411.3920";"1490.1480";"4074.3820";"5143.9940";"3225.6370";"2559.6880"
160;"新时代能源";"-97.3230";"-123.3490";"101.7100";"-222.9010";"-21.3560";"-1666.2540";"-120.4480";"-46.1920"
161;"万威国际";"-62.3000";"-64.0000";"-85.7000";"-55.6000";"-50.3000";"-86.2000";"-61.1000";"-67.0000"
162;"青岛啤酒";"1302.2250";"1148.4680";"1263.0172";"1043.4864";"1069.0289";"1713.1289";"1198.7219";"1990.0980"
163;"万达酒店发展";"252.6350";"-299.5100";"-470.3350";"-60.6630";"-37.0970";"-262.6930";"-82.0940";"-176.0260"
164;"银建国际";"143.1650";"113.0580";"260.2010";"-35.1220";"46.9340";"-65.7770";"63.0300";"109.3670"
165;"金榜集团";"-307.6170";"-97.6500";"-1422.8180";"-786.0270";"124.4730";"64.4620";"118.2090";"84.9640"
166;"嘉华国际";"577.7370";"3906.1820";"1897.3630";"2162.2060";"3181.9960";"1366.7540";"533.7760";"1829.9600"
167;"盛洋投资";"15.8740";"-87.0180";"-92.2250";"-253.3780";"-288.6850";"-1135.2470";"-144.8380";"-269.5620"
168;"吉利汽车";"6670.0230";"5112.3980";"10633.7150";"4343.5630";"1907.2420";"2260.5290";"1404.5950";"1430.5880"
169;"先机企业集团";"-33.0120";"69.3240";"-6.0340";"-0.5290";"-8.9260";"3.4860";"-10.2680";"-4.0800"
170;"宁沪高速";"2488.1421";"1899.6602";"878.6729";"1017.1335";"3587.8619";"3346.0639";"2895.9987";"2439.6563"
171;"莎莎国际";"440.1200";"326.7050";"95.9840";"109.9370";"383.4700";"153.0200";"838.8110";"339.7620"
172;"德昌电机控股";"264.0470";"140.4630";"237.9200";"120.7760";"172.6600";"97.8400";"210.8940";"207.8650"
173;"开达集团";"9.5250";"321.7480";"18.2230";"39.5840";"122.9050";"124.3390";"24.3630";"145.8400"
174;"闽港控股";"1.0785";"7.9471";"0.3630";"1.6655";"-3.1271";"-2.1361";"-4.1595";"-0.5004"
175;"协合新能源";"275.7130";"200.0360";"269.3740";"238.6530";"457.8150";"408.0900";"253.0210";"317.1880"
176;"宏辉集团";"145.9540";"72.8710";"7.1060";"1.1640";"-28.5800";"-41.2590";"-0.8820";"0.4910"
177;"激成投资";"91.3400";"131.0050";"24.2850";"225.3450";"81.5740";"228.9720";"-4.7280";"20.9830"
178;"正恒国际控股";"34.7500";"-9.5020";"-56.7020";"152.4560";"-8.3000";"-19.6550";"-30.3620";"-54.9200"
179;"敏捷控股";"175.0000";"2673.0000";"48.0000";"2813.0000";"-163.0000";"2647.0000";"-19.0000";"-51.0000"
180;"京城机电股份";"-28.6825";"-44.0500";"-21.6502";"-148.7876";"20.8684";"-68.9593";"-91.7079";"-62.1642"
181;"新华汇富金融";"20.4010";"-15.5830";"12.6020";"-1.9290";"-69.9120";"-29.6280";"9.0862";"-25.2290"
182;"东岳集团";"1207.2720";"1601.3970";"710.4020";"588.1540";"238.0450";"308.5120";"-690.4790";"483.2760"
183;"香港建设(控股)";"353.9000";"898.8000";"386.3000";"193.9000";"364.2000";"-497.7000";"-687.4000";"-87.2000"
184;"丽新国际";"674.6720";"673.7760";"683.3160";"1456.6660";"564.3970";"1290.6760";"614.2530";"940.4960"
185;"冠中地产";"37.1880";"68.9440";"60.2520";"45.4780";"-133.5640";"-40.7800";"-52.5580";"-0.7750"
186;"廖创兴企业";"403.7140";"744.8880";"319.7260";"457.9070";"213.3030";"410.3660";"205.0700";"2356.9350"
187;"绿科科技国际";"26.5070";"25.4020";"2.3700";"30.0240";"-144.3430";"84.1190";"-101.9940";"-23.4650"
188;"宏华集团";"-118.4140";"-390.9080";"-1239.3680";"-609.6890";"-250.8940";"-252.2070";"-29.8740";"91.7870"
189;"亨泰";"-153.4750";"-48.7990";"-405.5460";"-248.7310";"-40.5010";"-6.2580";"-73.2410";"-681.6350"
190;"星美控股";"300.8180";"403.7240";"-153.7340";"305.2480";"275.0190";"130.9920";"359.9640";"191.0540"
191;"德祥地产";"182.4880";"284.3440";"303.2380";"385.8520";"803.5500";"1460.0940";"699.6990";"629.1250"
192;"新濠国际发展";"344.5840";"474.1360";"10367.4030";"164.5860";"10365.9400";"100.9240";"111.1460";"1487.1720"
193;"华大酒店";"61.4670";"152.1740";"22.1020";"133.2240";"144.0560";"23.0310";"84.9580";"905.6720"
194;"润中国际控股";"-775.8070";"-568.4390";"301.3340";"-685.6720";"82.4030";"-66.4410";"-403.1590";"-97.7360"
195;"中国投资开发";"-19.3650";"-7.3440";"-14.7070";"-5.4430";"-23.9740";"17.3470";"-88.8850";"-83.3270"
196;"财讯传媒";"-96.7730";"-251.7070";"-201.0370";"-15.2000";"-18.9140";"-121.2460";"-200.1130";"-11.8860"
197;"TSC集团";"-6.8490";"-82.7900";"-3.7480";"-110.4500";"2.4150";"2.0970";"9.4660";"20.5020"
198;"大悦城地产";"1687.9590";"1153.1620";"654.1620";"398.4700";"726.1470";"797.5810";"596.3290";"1673.1290"
199;"保利达资产";"648.1720";"269.5210";"48.5810";"59.2010";"42.7240";"51.6730";"41.2300";"43.6570"
200;"瀛晟科学";"-12.6010";"-77.7330";"-227.2960";"-36.6380";"-153.6560";"-133.2610";"-92.6350";"-120.8530"
201;"达芙妮国际";"-492.6330";"-734.2040";"-209.4630";"-819.1270";"-163.5960";"-378.8880";"2.5340";"176.0310"
202;"大凌集团";"-25.5520";"4.5940";"5.6980";"6.4570";"3.6960";"1.2470";"94.0810";"52.0080"
203;"南洋集团";"287.3950";"354.9830";"195.0490";"63.6000";"125.8400";"157.1310";"118.2920";"357.7580"
204;"乐声电子";"218.7089";"50.2900";"75.2390";"145.1588";"133.0741";"244.7310";"30.5910";"81.3260"
205;"汇汉控股";"814.3810";"653.7680";"1010.8890";"549.7040";"747.0250";"237.3530";"513.2540";"390.2810"
206;"和记电讯香港";"198.0000";"324.0000";"4766.0000";"682.0000";"362.0000";"915.0000";"508.0000";"833.0000"
207;"建业实业";"2040.2430";"138.5540";"1707.6810";"419.4150";"309.6150";"250.2430";"256.4900";"1283.7910"
208;"中国诚通发展";"14.2650";"23.3630";"6.0770";"63.8040";"31.9680";"81.8300";"-51.4170";"46.7040"
209;"申万宏源";"52.3900";"104.0970";"45.1590";"82.2750";"47.7440";"184.3140";"124.4160";"93.9340"
210;"顺豪物业";"278.3880";"381.3890";"793.5150";"234.8890";"141.6830";"170.2450";"60.2520";"644.5000"
211;"统一企业中国";"714.2890";"569.6410";"878.2160";"607.3290";"775.2390";"834.5050";"686.6300";"285.5370"
212;"易易壹金融";"-175.7430";"-117.1470";"-168.8710";"52.2270";"42.1430";"-66.4700";"77.0000";"145.4630"
213;"闽信集团";"194.8140";"224.2800";"265.6120";"516.8900";"191.6090";"477.3390";"355.5720";"472.6870"
214;"易生活控股";"-126.6550";"-81.9030";"-152.1160";"-20.9750";"267.4690";"-44.4230";"-120.0900";"-1.4830"
215;"建生国际";"623.4980";"277.8120";"805.1890";"235.1280";"365.5530";"257.5840";"804.2430";"236.5250"
216;"博富临置业";"395.4760";"76.0840";"419.8830";"259.0120";"103.8430";"172.4340";"134.4150";"178.0010"
217;"力宝";"96.0310";"99.8350";"255.9630";"-169.7600";"-49.6800";"307.8080";"743.8490";"-104.5780"
218;"第一上海";"19.7760";"61.9440";"24.1550";"-49.9090";"-96.8220";"134.8620";"91.2920";"211.0910"
219;"中能控股";"124.1750";"-235.5100";"-11.9120";"-162.6880";"-19.6150";"-1281.4360";"-40.3330";"-36.6540"
220;"利民实业";"27.4680";"8.4100";"9.4930";"36.4620";"13.5450";"51.0111";"18.9200";"36.3285"
221;"五矿地产";"713.2810";"712.9140";"395.4240";"512.0580";"257.0840";"278.1560";"236.2430";"425.1710"
222;"平安证券集团控股";"-274.4420";"-16.1460";"-148.1020";"-7.2310";"-29.8680";"-232.0070";"-169.0780";"-609.8560"
223;"中国航空工业国际";"-113.0530";"-57.3740";"-288.4810";"-353.4980";"41.8200";"-685.8420";"517.8020";"27.2663"
