"id";"code";"d1";"d2";"d3";"d4";"d5";"d6";"d7";"d8"
1542;"承兴国际控股";"86.8190";"45.2330";"45.4690";"36.1470";"-51.6780";"-34.2110";"-77.8300";"-35.4490"
1543;"应力控股";"26.2200";"13.6070";"6.6130";"30.9640";"25.1640";"15.8330";"4.2640";"6.1360"
1544;"环球医疗";"735.5320";"1148.6580";"578.9530";"872.3100";"389.5450";"658.5260";"175.4950";"269.9140"
1545;"百德国际";"0.1920";"-28.9190";"39.2030";"44.3420";"-1.8920";"-39.7010";"3.3040";"-6.2810"
1546;"中海物业";"220.8230";"159.2850";"306.7600";"237.5290";"114.0380";"53.0060";"117.0500";"97.0880"
1547;"天虹纺织";"602.4110";"1151.8620";"644.7400";"1187.5310";"456.7090";"590.8260";"292.9570";"306.7210"
1548;"亚美能源";"205.6980";"63.6940";"183.1980";"106.6350";"72.4070";"194.9880";"-56.9390";"83.8960"
1549;"新奥能源";"1782.0000";"2802.0000";"1649.0000";"2151.0000";"1587.0000";"2036.0000";"1227.0000";"2968.0000"
1550;"玖龙纸业";"7848.0750";"4329.2680";"4383.6680";"1914.6830";"1121.7420";"312.0230";"1411.5200";"679.3330"
1551;"魏桥纺织";"302.5240";"522.2490";"992.7060";"299.4950";"343.2640";"979.3470";"313.5100";"308.2430"
1552;"新明中国";"-20.5140";"242.2780";"10.2110";"-112.9780";"43.0420";"330.1790";"367.6220";"83.5980"
1553;"格林国际控股";"-30.8490";"-50.6640";"-323.0290";"-205.1030";"-134.5370";"-46.1190";"4.7000";"-48.9470"
1554;"重庆机电";"227.7793";"194.0325";"325.0470";"440.8340";"172.8390";"417.6340";"185.1610";"511.9430"
1555;"上海电气";"1567.4030";"1.7640";"536.4580";"657.4200";"2626.6680";"2354.5260";"1877.4470";"2043.8690"
1556;"裕华能源";"-1.2660";"43.4500";"24.3700";"46.8530";"-10.1720";"3.8070";"7.5720";"-37.6820"
1557;"华津国际控股";"13.9450";"92.6350";"54.5060";"50.2910";"94.3330";"44.9350";"96.7870";"40.2530"
1558;"佳源国际控股";"973.4720";"515.0340";"1284.0770";"811.1530";"280.7440";"196.5350";"380.7270";"170.9550"
1559;"富力地产";"3923.0670";"693.9078";"228.5591";"21186.4510";"2701.7206";"2298.5913";"2402.6380";"7040.2941"
1560;"精熙国际";"3.1510";"3.1610";"5.7800";"4.6680";"2.5470";"4.0330";"2.6140";"5.0960"
1561;"远大中国 ";"-71.3320";"60.6520";"-79.6890";"87.0390";"-124.1320";"-192.2570";"-150.1500";"25.5970"
1562;"中国华融";"684.5610";"21992.5900";"13360.4710";"19613.4580";"11122.9780";"8373.3490";"14482.0530";"10656.2070"
1563;"中远海发";"1055.0290";"326.6060";"347.5181";"280.6786";"347.5030";"1463.8030";"475.3983";"1139.4746"
1564;"首创置业";"736.5280";"646.1990";"2112.5800";"2017.5580";"573.4840";"2079.3820";"503.2930";"1689.7410"
1565;"绿城服务";"229.3150";"177.6140";"387.4830";"285.5400";"84.0580";"125.2310";"148.9110";"197.8180"
1566;"神威药业";"257.0250";"183.0040";"451.5530";"589.1960";"276.4660";"657.9060";"385.4930";"704.7750"
1567;"SOLOMON SYSTECH";"-6.2660";"-10.2330";"-5.5770";"-6.9290";"-6.3820";"-6.4350";"0.8590";"-3.0050"
1568;"大连港";"238.5397";"176.1808";"156.2594";"-38.6899";"500.7799";"531.0127";"380.1566";"345.5837"
1569;"香港资源控股";"-143.7030";"-59.6540";"-22.7690";"-62.6500";"-44.5090";"-7.3370";"-93.8620";"-7.6420"
1570;"中海油田服务";"-385.2420";"-375.0040";"-651.1346";"-557.2158";"33.0670";"-9091.7360";"-146.3618";"-926.6117"
1571;"滨海投资";"179.3450";"71.6610";"221.4210";"78.1690";"172.2260";"198.8600";"213.6350";"98.9220"
1572;"渣打集团";"1560.0000";"1219.0000";"1196.0000";"-247.0000";"509.0000";"-2194.0000";"2613.0000";"1512.0000"
1573;"镍资源国际";"-235.3220";"-472.3720";"-645.9920";"-287.0950";"-221.8440";"-1222.9160";"-1453.1330";"-207.2600"
1574;"龙润茶";"-13.4210";"-4.1850";"-33.9020";"-32.4310";"2.4140";"-9.7760";"-203.8770";"-19.0980"
1575;"紫金矿业";"1505.3994";"2526.4231";"1005.6335";"1085.3626";"3507.7176";"1839.7988";"2214.1833";"1424.4997"
1576;"瑞年国际股权";"67.9210";"401.0850";"-75.1150";"246.5650";"-26.2790";"-66.8320";"355.5350";"493.1250"
1577;"舜宇光学（一千）";"20.2220";"883.3010";"485.7530";"392.1240";"85.6770";"1025.9300";"366.3140";"356.5260"
1578;"中国玻璃";"46.1910";"64.9650";"22.8850";"21.0550";"-94.1700";"-426.3890";"-130.9130";"1.8070"
1579;"融信中国";"1523.9120";"687.8510";"1679.5210";"1292.3390";"858.1640";"288.8060";"1432.8130";"506.5070"
1580;"巨涛海洋石油服务";"18.6630";"55.5810";"0.5130";"-0.9460";"11.5860";"26.7140";"31.3090";"28.4560"
1581;"江南布衣";"410.3510";"311.8900";"331.5720";"239.3360";"183.8470";"227.9320";"196.8190";"149.4640"
1582;"金鹰商贸集团";"504.0550";"1278.1430";"575.5690";"358.4700";"408.4130";"825.8370";"1086.9360";"586.3100"
1583;"中国建筑国际";"2522.3200";"2493.4010";"5490.0910";"5130.0660";"4524.1260";"2253.3090";"1765.3470";"3457.4100"
1584;"雅高控股";"-40.7280";"8.4500";"15.0590";"-0.5460";"32.5800";"75.4070";"40.0570";"102.3320"
1585;"金邦达宝嘉";"86.3950";"164.4770";"81.1440";"95.4120";"204.9000";"241.8380";"125.8920";"213.5070"
1586;"中国香精香料";"78.6670";"84.1970";"130.1080";"92.0510";"48.3020";"71.5170";"31.1120";"68.1880"
1587;"华润医药";"2249.6270";"1810.4470";"3483.0360";"1636.0690";"2821.4100";"2850.0760";"2645.9400";"2639.5170"
1588;"永嘉集团";"63.4670";"21.0450";"25.9130";"143.4940";"105.6650";"243.4190";"147.2680";"31.7700"
1589;"中国建材";"1467.1080";"3811.6760";"188.7546";"908.1475";"3224.8020";"1048.0980";"2344.2210";"718.3336"
1590;"保发集团";"16.3120";"26.3280";"48.8430";"34.6990";"26.5190";"41.9480";"56.4600";"90.4390"
1591;"交通银行";"40771.0000";"38975.0000";"19323.0000";"20091.0000";"70223.0000";"54419.0000";"67210.0000";"52578.0000"
1592;"灵宝黄金";"-67.5440";"-77.4560";"79.8340";"26.4500";"-104.9590";"-33.5734";"-462.1620";"-113.6053"
1593;"维达国际";"417.3651";"620.9565";"320.7145";"653.5346";"321.3548";"314.4411";"330.8012";"593.4671"
1594;"中生联合";"4.0750";"33.1930";"4.2090";"87.2320";"37.7720";"136.2330";"47.7280";"107.8730"
1595;"中国恒大";"30805.0000";"18834.0000";"24372.0000";"5091.0000";"2017.0000";"10460.0000";"9426.3710";"12604.0530"
1596;"DBA电讯";"-7.0020";"170.3190";"-3.0540";"-16.0460";"-2056.2550";"165.9300";"-8.4320";"-23.0650"
1597;"巨腾国际";"-154.4780";"76.9290";"81.6110";"500.5860";"201.6320";"874.9570";"354.3830";"764.6670"
1598;"安东油田服务";"84.9520";"12.2100";"54.4950";"-160.4500";"-65.0360";"-194.7310";"-73.7860";"-198.2130"
1599;"中国龙工";"703.8840";"1045.6350";"497.8120";"461.7640";"116.5560";"199.6670";"416.8580";"176.8670"
1600;"共享集团";"-117.9270";"-79.7160";"-101.3330";"-349.7710";"-951.1290";"-144.8140";"-61.5980";"-184.2580"
1601;"先进半导体";"36.2050";"-4.2360";"56.9730";"44.1540";"30.1180";"10.4000";"32.4100";"3.0100"
1602;"远东宏信 ";"2009.7120";"3229.0570";"1619.0320";"1439.4910";"2882.2080";"2503.1090";"1296.5360";"1912.7440"
1603;"正业国际";"50.5030";"182.7050";"86.6110";"33.0970";"91.6490";"41.1360";"32.3590";"39.4800"
1604;"华侨城（亚洲）";"60.2680";"1106.8040";"40.8220";"385.5110";"211.5660";"273.0420";"105.0030";"326.0280"
1605;"百盛集团";"17.6500";"44.1490";"-135.9520";"-28.1490";"-4.4580";"1.1430";"147.2570";"-248.0590"
1606;"秦港股份";"732.0477";"617.0387";"348.0474";"286.6839";"962.9708";"155.6144";"857.3258";"137.3638"
1607;"远洋集团";"2333.4040";"5115.4050";"2667.7760";"3812.2300";"1447.7540";"2383.7150";"2195.3250";"4597.2920"
1608;"厦门港务";"115.2140";"411.1570";"260.6660";"144.9560";"319.4950";"319.3420";"206.0739";"189.1093"
1609;"龙光地产";"3431.8070";"6527.4000";"3399.0060";"4487.7360";"1277.5520";"2649.2790";"1031.2770";"2347.6300"
1610;"天津港发展";"406.0720";"774.5920";"465.8520";"530.4790";"378.7860";"639.3870";"513.5480";"819.1250"
1611;"雅居乐集团";"3758.9480";"6025.2440";"1858.6880";"2283.6400";"603.6320";"1390.3430";"964.7990";"4287.2450"
1612;"亨得利";"30.8120";"-195.6550";"-236.3820";"-321.3780";"90.1860";"144.8680";"255.1500";"504.2200"
1613;"威胜控股";"137.4050";"301.5750";"170.6880";"307.2650";"206.3170";"423.5330";"253.8300";"482.4390"
1614;"PERSTA";"-0.8867";"-2.2858";"-11.6368";"-3.6532";"-7.1991";"-2.4851";"-0.6538";"3.0018"
1615;"联想控股";"2830.1160";"2687.0690";"5047.8260";"2583.7770";"4858.9240";"4659.0830";"1297.8490";"4014.7870"
1616;"华鼎控股";"49.5960";"149.6890";"59.2200";"81.8270";"56.2390";"-39.0980";"5.6060";"-280.9280"
1617;"粤运交通";"208.6567";"227.3114";"417.2798";"335.1541";"175.3697";"266.0203";"202.7958";"143.3943"
1618;"现代牙科";"66.0810";"155.3710";"101.4830";"84.7000";"81.9630";"59.5580";"70.4420";"120.1860"
1619;"福耀玻璃 ";"1868.3550";"562.6179";"692.8791";"3148.2210";"2143.5499";"2175.4029";"1386.0310";"583.0713"
1620;"永盛新材料";"41.3590";"92.1440";"43.3420";"79.1280";"56.2300";"34.8550";"47.8970";"21.9950"
1621;"同仁堂国药";"307.5050";"158.7850";"489.9670";"382.1070";"257.3490";"132.5540";"420.3150";"333.8320"
1622;"重庆农村商业银行";"4835.6390";"2555.5900";"8935.9730";"6908.1340";"4594.0730";"2428.3700";"7944.7480";"6254.9360"
1623;"中国金融发展";"-9.4630";"16.3010";"14.1430";"12.7870";"19.3530";"24.6470";"15.8900";"26.0800"
1624;"HSSP INTL";"12.7120";"5.4320";"10.6700";"5.1630";"2.4600";"3.1580";"27.4720";"23.2940"
1625;"仁恒实业控股";"3.1110";"-2.3590";"-12.9870";"-3.2300";"-1.7110";"10.6080";"1.1800";"5.6550"
1626;"中裕燃气";"419.9800";"557.9590";"147.8610";"206.1500";"65.1090";"93.3900";"131.9160";"324.3510"
1627;"保利文化";"99.5780";"91.7030";"256.1710";"117.5100";"310.6070";"237.7900";"70.5230";"251.5190"
1628;"华邦金融";"9.2110";"7.3910";"9.7120";"5.3890";"7.4300";"25.3470";"23.4480";"19.0060"
1629;"亿达中国";"462.4190";"203.1630";"984.3020";"564.0000";"273.8700";"821.2630";"313.7790";"827.8650"
1630;"协众国际控股";"-26.5110";"-40.3230";"-33.8270";"43.3090";"15.3650";"41.2990";"22.8690";"40.2080"
1631;"国际天食";"30.2930";"31.1010";"101.6770";"10.8020";"34.9750";"-93.2420";"14.8990";"0.5660"
1632;"永达汽车";"723.3720";"652.0170";"1509.9300";"851.2720";"383.0140";"524.4680";"330.0330";"501.1300"
1633;"弘业期货";"42.0960";"101.7640";"40.1810";"78.9030";"36.1300";"55.9760";"70.1700";"58.2040"
1634;"荣丰联合控股";"-2.7710";"-1.9180";"-21.8820";"-41.0700";"-11.2210";"-20.1010";"-37.4060";"-3.8710"
1635;"祈福生活服务";"38.0520";"21.9280";"56.3250";"25.0240";"10.6180";"34.8470";"29.5880";"27.8850"
1636;"莱蒙国际";"-30.3220";"4642.2460";"103.5380";"263.8900";"866.4280";"159.3270";"-47.8330";"27.1660"
1637;"康华医疗";"85.6320";"156.5920";"72.0430";"63.9110";"141.2600";"118.8470";"102.2370";"107.3090"
1638;"徽商银行";"4273.2560";"7614.8840";"3780.3000";"6870.4720";"3408.2040";"6160.6610";"3066.5870";"5672.7350"
1639;"日成控股";"3.6500";"1.3130";"0.2610";"-0.1410";"11.5810";"8.1440";"45.9760";"10.8390"
1640;"珂莱蒂尔";"132.8880";"253.5170";"109.3600";"233.6920";"120.5440";"204.0450";"91.1210";"80.1120"
1641;"正利控股";"19.7020";"13.4000";"6.9950";"25.4510";"10.6300";"16.0670";"12.0020";"7.8610"
1642;"中智药业";"47.0080";"70.0560";"38.4940";"31.9780";"53.8720";"86.6880";"80.5390";"47.8140"
1643;"年年卡";"-12.8970";"2.9820";"-19.0380";"33.5450";"19.3040";"18.1320";"26.8030";"28.4550"
1644;"中国光纤";"80.8790";"293.6520";"425.1110";"148.2960";"159.2320";"332.5330";"129.1350";"272.1720"
1645;"中国织材控股 ";"44.8270";"50.2930";"14.8460";"22.3190";"1.4860";"13.8230";"-50.8280";"12.0250"
1646;"中国罕王";"138.2030";"877.1630";"830.6390";"-105.6610";"-207.4080";"-381.5960";"-112.3230";"192.6610"
1647;"达利食品";"1969.8790";"3433.7030";"1754.7990";"3136.7930";"1641.5640";"1517.0610";"2912.3250";"2076.7160"
1648;"保利协鑫能源";"382.0130";"1974.3980";"1193.2810";"1388.8630";"2425.2200";"2029.4120";"1548.6680";"825.6640"
1649;"中国重汽";"2364.7390";"3023.0230";"1400.0710";"532.1050";"242.6140";"205.9460";"238.3760";"408.0320"
1650;"宝胜国际";"306.8330";"141.2080";"560.5790";"394.3220";"522.1620";"336.9530";"298.6120";"371.4380"
1651;"KFM金德 ";"35.0640";"26.6740";"-15.4810";"-45.8270";"-2.4350";"-2.9220";"31.4730";"30.8020"
1652;"中国动向";"481.0380";"536.0150";"804.6470";"478.7630";"870.3060";"802.9010";"290.0570";"915.3510"
1653;"三和建筑集团";"5.5190";"78.9800";"7.0310";"30.8300";"103.6880";"152.8770";"219.1680";"127.0860"
1654;"德普科技";"-59.6360";"-271.7470";"-65.1050";"-216.8520";"-192.2080";"-40.9070";"-245.5280";"-76.9640"
1655;"明辉国际";"46.6300";"54.8600";"108.9230";"157.4430";"100.5240";"-221.8640";"44.8930";"63.2640"
1656;"新疆新鑫矿业";"-64.6420";"8.7313";"-28.7857";"-10.7171";"-81.5870";"-207.0680";"-49.7402";"-90.2823"
1657;"和谐汽车";"424.4240";"1009.3560";"564.7420";"-370.6740";"306.1340";"563.3930";"279.3300";"544.3650"
1658;"中国淀粉";"104.9060";"388.1670";"94.8290";"203.5410";"98.8770";"213.6820";"71.0050";"62.7250"
1659;"正大企业国际";"14.2130";"8.4700";"16.3470";"10.6510";"6.4560";"3.2310";"8.0580";"6.6480"
1660;"富道集团";"8.6940";"8.5710";"29.5600";"26.3880";"7.0210";"22.0900";"24.7390";"29.5600"
1661;"青岛银行";"1321.4440";"1900.2520";"1275.7990";"2088.6050";"1261.5280";"1073.7440";"1813.7760";"1495.3520"
1662;"弘和仁爱医疗";"-38.2690";"24.0680";"-13.7490";"16.4620";"-12.2910";"50.9350";"2.0670";"50.9350"
1663;"天彩控股 ";"-237.9500";"-485.3000";"-166.3530";"3.8260";"53.7280";"213.5170";"201.9060";"48.3220"
1664;"中国奥园";"1216.2540";"1639.9280";"750.3600";"880.9620";"566.6220";"812.1600";"538.3900";"809.3920"
1665;"康健国际医疗";"43.5170";"57.6270";"-107.7450";"54.2390";"63.4970";"254.8030";"258.2970";"49.6330"
1666;"金山软件";"219.3330";"118.3880";"3201.8370";"-270.7320";"488.5130";"-673.7510";"133.8030";"238.4690"
1667;"大成糖业";"-132.8280";"-140.2580";"-53.5120";"-162.3580";"-68.5580";"-753.4540";"-156.2240";"-1093.1150"
1668;"易纬集团 ";"-22.9400";"-8.2700";"-20.7190";"-9.8080";"8.7940";"11.5080";"23.7830";"20.1810"
1669;"中车时代电气";"1120.6926";"1040.2575";"478.3246";"381.2133";"2523.4711";"2893.1424";"1518.2551";"1892.5588"
1670;"中集安瑞科";"308.3530";"76.8170";"417.3600";"-928.7720";"-1001.9600";"519.1940";"288.4990";"1027.6380"
1671;"绿城中国";"2334.9630";"1228.9190";"2189.5980";"1917.0960";"604.2990";"813.2060";"518.9290";"2071.7220"
1672;"瀚华金控";"145.1450";"262.8210";"129.4930";"241.7100";"135.4080";"302.9600";"207.7450";"432.0020"
1673;"中金公司";"1630.9403";"1110.8258";"711.5652";"400.1839";"2766.3492";"1119.3319";"1953.2173";"574.8774"
1674;"金界控股";"180.1310";"255.1860";"150.6320";"125.1870";"184.1590";"172.6230";"101.0200";"136.0860"
1675;"金力集团 ";"-7.4640";"24.0400";"23.3210";"12.0660";"15.0600";"7.6550";"9.6140";"3.2930"
1676;"联邦制药";"91.1770";"109.1290";"81.7580";"-272.3630";"-13.4800";"110.3580";"280.2790";"681.0760"
1677;"万国国际矿业 ";"27.4420";"70.8640";"32.6320";"21.9720";"1.1050";"16.5730";"9.3700";"24.0470"
1678;"伊泰煤炭";"2304.5720";"2361.0360";"998.3890";"881.3839";"4925.3700";"3769.1954";"854.3129";"23.4059"
1679;"东方证券 ";"715.5890";"436.1727";"844.2975";"3553.6260";"2628.9154";"1875.8200";"1755.2420";"423.0983"
1680;"融众金融";"-352.5220";"-189.3300";"-277.1600";"39.0730";"31.4050";"51.5941";"65.5632";"70.2479"
1681;"中国宝丰国际";"302.5570";"447.1020";"202.9320";"141.5450";"-1.4020";"14.4320";"9.1370";"6.8530"
1682;"招商银行";"44756.0000";"39259.0000";"22674.0000";"19977.0000";"70150.0000";"62081.0000";"58805.0000";"35231.0000"
1683;"中国通号 ";"2067.9840";"3310.0450";"1878.0590";"3049.3410";"2496.4030";"1600.0990";"841.9380";"1134.8030"
1684;"中海石油化学";"752.3530";"50.2320";"290.1590";"-124.0770";"-215.5040";"829.6570";"504.9840";"1647.0810"
1685;"中国银行";"109088.0000";"49001.0000";"172407.0000";"145506.0000";"103690.0000";"46649.0000";"164578.0000";"134813.0000"
1686;"首创环境";"86.0360";"148.3420";"43.8480";"75.8680";"28.3580";"157.8250";"-68.2660";"-20.7240"
1687;"洛阳钼业";"3122.5100";"835.1390";"597.2200";"1550.0000";"2727.7962";"998.0406";"1604.5400";"583.5000"
1688;"中国能源建设";"2292.8530";"5261.1450";"2259.2230";"4281.2920";"2210.1150";"1622.6240";"4235.6710";"2152.8480"
1689;"电讯首科";"25.2700";"20.4790";"14.2330";"13.5670";"8.1820";"6.7760";"22.6500";"3.1090"
1690;"波司登";"615.4780";"174.5060";"391.8440";"157.1770";"280.9420";"130.6990";"132.1970";"252.7330"
1691;"大成食品";"8.5050";"5.2270";"53.8990";"29.1200";"-9.7000";"26.4260";"-15.8090";"7.6340"
1692;"中信证券";"5565.1520";"2300.7887";"2689.7488";"11433.2650";"7940.9474";"7927.0267";"4926.5090";"1641.3164"
1693;"电讯数码控股";"128.1680";"61.7300";"95.5930";"62.7280";"72.3640";"51.8920";"25.2930";"89.7690"
1694;"众安在线";"-286.7770";"-655.8320";"9.3720";"-997.2500";"36.9810";"44.2570";"9.3720";"-228.2630"
1695;"中信建投证券";"1692.8620";"4015.4280";"2777.2190";"1855.1400";"8638.8250";"5259.2510";"1786.9630";"3407.1250"
1696;"环宇物流（亚洲）";"6.9770";"10.5960";"23.6300";"15.9730";"8.9040";"3.9580";"5.8360";"23.5110"
1697;"胜捷企业";"19.7700";"18.8960";"10.7240";"9.1290";"28.7070";"31.7220";"111.2000";"34.1290"
1698;"招商证券";"1806.6170";"2552.2590";"1091.8033";"1374.5162";"5403.4510";"5785.9560";"4171.2680";"3978.4739"
1699;"新锐医药";"14.1740";"-20.4580";"-105.0120";"-52.4370";"-0.4200";"14.8040";"15.6450";"7.7120"
1700;"UTS MARKETING";"5.4840";"9.0910";"14.3020";"5.2570";"8.0870";"14.9450";"19.0500";"14.3020"
1701;"拉夏贝尔";"235.8270";"281.7470";"174.1310";"130.2560";"498.5270";"325.0990";"339.7300";"284.9440"
1702;"奥星生命科技";"-3.7250";"-54.0850";"-25.0970";"-18.6700";"-12.1260";"6.3840";"32.7500";"10.1450"
1703;"九台农商银行";"474.4790";"1275.5560";"1032.8590";"900.2490";"1215.8210";"1886.7960";"534.6140";"1103.0200"
1704;"圆通速递国际";"38.0240";"19.6090";"97.5010";"4.9670";"-1.1940";"49.9000";"15.5490";"46.4470"
1705;"泛亚国际";"2.0900";"-57.3130";"-14.1090";"-9.3650";"3.6270";"23.5270";"13.6770";"37.8930"
1706;"维太移动";"9.7660";"-109.7060";"-42.1210";"15.4960";"19.5430";"180.8990";"61.9790";"62.4400"
1707;"康达环保";"183.6600";"414.4480";"176.6600";"112.9790";"334.5770";"324.8830";"137.4740";"231.5630"
1708;"哈尔滨银行";"2605.8260";"5249.1060";"2659.6930";"4876.6020";"2417.7380";"4457.6070";"2101.5820";"3806.5540"
1709;"金茂酒店-SS";"200.5760";"219.9430";"248.3530";"211.9930";"374.6260";"436.0980";"224.2470";"907.1090"
1710;"泰加保险 ";"-47.8300";"20.0980";"19.8860";"-4.9590";"17.7060";"56.0580";"36.5990";"25.9980"
1711;"彭顺国际";"-2.2970";"1.1850";"0.2670";"0.9080";"5.2000";"2.1160";"5.2000";"2.4110"
1712;"中国宏泰发展";"776.3230";"1081.8090";"493.3200";"668.9860";"203.4970";"513.5810";"183.1890";"700.5980"
1713;"中国优通";"-66.8080";"-61.2240";"-178.9840";"-253.2030";"40.1820";"48.7320";"35.0550";"74.6950"
1714;"宇华教育";"201.7310";"311.6760";"313.8010";"150.0670";"121.9860";"207.8280";"91.2000";"311.6760"
1715;"光大证券";"968.7920";"731.4574";"587.2114";"3016.4700";"2269.6748";"2386.3379";"1237.4880";"1514.7080"
1716;"中国绿宝";"87.1100";"109.5180";"184.5510";"222.0920";"106.2590";"175.0880";"217.7320";"94.2010"
1717;"迪信通";"152.6550";"322.4900";"356.3580";"149.5390";"155.7330";"357.0620";"153.0460";"318.1330"
1718;"爱得威建设集团";"51.3870";"115.8390";"44.2990";"49.7370";"107.6040";"61.7310";"79.6300";"100.7100"
1719;"郑州银行";"3435.7910";"3351.8100";"2366.5530";"4280.0240";"2271.3960";"3998.7680";"1750.6560";"2121.7600"
1720;"青岛港";"1907.9228";"1550.4652";"3042.9594";"2186.1535";"1200.3418";"1911.9163";"1083.8910";"1585.3360"
1721;"高鑫零售";"1758.0000";"2793.0000";"1757.0000";"2571.0000";"1432.0000";"2443.0000";"1476.0000";"2899.0000"
1722;"瑞港建设";"30.6950";"64.4700";"30.4500";"27.5680";"69.4490";"95.9980";"35.0210";"37.0600"
1723;"中国光大银行";"18075.0000";"9051.0000";"31545.0000";"25433.0000";"16939.0000";"8579.0000";"30329.0000";"24437.0000"
1724;"科劲国际";"55.9340";"143.5520";"55.9280";"133.8440";"163.5450";"70.3920";"43.2160";"79.6270"
1725;"香港电讯─SS";"1868.0000";"5097.0000";"2389.0000";"4889.0000";"2317.0000";"3949.0000";"1778.0000";"2460.0000"
1726;"昊海生物科技";"211.4230";"372.4150";"175.7770";"305.0520";"151.5230";"273.4740";"81.6290";"140.8900"
1727;"北京燃气蓝天";"78.6680";"-12.4890";"26.8500";"2.2080";"99.8760";"17.1600";"-3.4570";"-58.5690"
1728;"华众车载";"67.4650";"138.1510";"104.9070";"53.0580";"34.7210";"69.4040";"86.5830";"29.2110"
1729;"兴科蓉医药";"-48.7360";"-185.8960";"-31.5200";"19.3670";"31.0620";"48.6990";"69.6140";"69.3670"
1730;"天韵国际控股";"67.4940";"123.2810";"52.3460";"128.7760";"61.6610";"89.3110";"96.9170";"37.3850"
1731;"海通证券";"3030.9260";"1732.1046";"2240.1645";"8618.4230";"6145.2641";"6364.4067";"4023.4780";"1754.1765"
1732;"盈利时";"62.8320";"116.4350";"39.1930";"48.7040";"16.3590";"80.7320";"32.1540";"45.6700"
1733;"云南水务";"78.4930";"422.8120";"91.7660";"80.2010";"388.0930";"285.8530";"37.0920";"47.0710"
1734;"本间高尔夫";"3934.2910";"1111.3930";"4569.9480";"3569.2010";"731.0650";"308.5160";"2303.7750";"2594.1260"
1735;"辉山乳业";"618.3210";"745.1450";"661.8750";"868.8560";"789.2520";"1249.2290";"527.7320";"515.8210"
1736;"福莱特玻璃";"215.3920";"429.5110";"207.6360";"331.4440";"606.0440";"193.9080";"433.7900";"392.6670"
1737;"佐力小贷";"80.1650";"148.8280";"71.2410";"146.1470";"70.8950";"146.0860";"46.0130";"65.0200"
1738;"天福 ";"130.0340";"243.5110";"115.2780";"165.4200";"82.1010";"146.3540";"99.9420";"270.1980"
1739;"长飞光纤光缆";"808.6833";"560.5241";"1268.3532";"717.0932";"354.5140";"570.7220";"210.5990";"304.7360"
1740;"昆仑国际金融";"10.4250";"27.3540";"28.1130";"3.0890";"-18.8860";"38.6880";"31.1340";"74.4570"
1741;"鼎丰集团控股";"92.8140";"107.1420";"160.2090";"135.5090";"71.1550";"103.7880";"73.0130";"59.2560"
1742;"腾邦控股";"4.2660";"2.5160";"24.1420";"-7.9820";"4.9380";"12.2190";"5.6400";"12.1370"
1743;"中国银河";"1311.0460";"2112.2120";"1014.3083";"1117.3416";"5153.5460";"3980.7300";"3549.5056";"3383.4406"
1744;"东瀛游";"18.3060";"28.5590";"30.3100";"15.0140";"18.6700";"150.4690";"31.9170";"84.4400"
1745;"华泰证券";"3158.8980";"1903.0067";"1330.1627";"9276.5200";"4810.1509";"2841.2530";"2993.2500";"6270.6120"
1746;"英达公路再生科技";"13.4160";"-265.0040";"19.0530";"43.1380";"18.5330";"64.5020";"18.3800";"58.4970"
1747;"DYNAM JAPAN";"10870.0000";"5430.0000";"3860.0000";"9360.0000";"10544.0000";"11303.0000";"4784.0000";"9040.0000"
1748;"衍生集团";"0.5300";"14.6020";"9.7980";"5.6180";"21.2140";"13.9520";"49.7040";"11.0510"
1749;"金嗓子";"28.6640";"61.3800";"20.3340";"102.9120";"92.2680";"121.8930";"154.6180";"53.3040"
1750;"中国铝罐";"49.4050";"41.6620";"66.6500";"94.8330";"56.0940";"81.1300";"78.9540";"35.4500"
1751;"联众";"-408.3600";"-68.4240";"-23.9960";"148.6690";"75.9980";"114.3510";"62.5450";"21.5520"
1752;"东方汇财证券";"0.6160";"0.0560";"-0.3990";"0.1040";"0.0800";"-0.0150";"-3.4690";"-0.6230"
1753;"世大控股";"-1.2640";"-38.7560";"-7.7170";"-3.7370";"-2.4300";"-17.8220";"-13.0750";"-10.1860"
1754;"裕兴科技";"-239.1760";"-40.1220";"94.1920";"7.6120";"104.5060";"-10.9120";"-84.0260";"-4.4110"
1755;"华泰瑞银";"-14.7260";"-8.4610";"-179.8880";"-183.6880";"26.0570";"-171.7020";"-5.7400";"6.0050"
1756;"环球战略集团";"-21.0410";"-9.2380";"-14.2680";"-33.2250";"-33.2240";"-28.9920";"-22.7000";"-17.8120"
1757;"华夏能源控股";"-0.0670";"-4.3870";"-4.8390";"-3.9310";"-1.2020";"-12.3020";"-55.4430";"-0.5680"
1758;"百田石油";"-33.0470";"-23.0840";"-12.7990";"-51.6940";"0.6650";"14.6800";"-11.7230";"-99.5830"
1759;"ECI TECH";"3.0100";"2.7740";"10.2430";"-4.9370";"-6.9740";"4.1920";"2.4510";"-2.4470"
1760;"长虹佳华";"181.6820";"213.4910";"136.1480";"120.3020";"61.2000";"50.3680";"244.5260";"170.6460"
1761;"汇财金融投资";"1.9600";"2.5650";"1.9130";"-7.7600";"-46.5030";"2.0080";"-4.9510";"15.8910"
1762;"皓文控股";"5.3930";"3.2620";"-60.9960";"-36.7380";"-31.5320";"-0.9420";"-0.0540";"-84.0210"
